rank,patent_id,affiliate,title,grant_date,assignee,years_remaining,forward_citations,competitor_citations,competitor_count,competitors,super_sector,super_sector_name,sector,sector_name,eligibility_score,validity_score,claim_breadth,enforcement_clarity,design_around_difficulty,market_relevance_score,ipr_risk_score,prosecution_quality_score,implementation_type,standards_relevance,score_consensus,score_ip-lit-aggressive,score_ip-lit-balanced,score_ip-lit-conservative,score_licensing,score_corporate-ma,score_executive,rank_ip-lit-aggressive,rank_ip-lit-balanced,rank_ip-lit-conservative,rank_licensing,rank_corporate-ma,rank_executive
239,9800608,Symantec Enterprise,"Processing data flows with a data flow processor",2017-10-24,"Symantec Corporation",8.8,138,92,7,"Cisco; Amazon; Rapid7; Forescout; Trend Micro",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",4,3,4,2,3,3,5,1,system,related,21.31,21.36,24.28,17.86,24.77,22.09,17.51,373,284,213,147,129,359
240,10237123,Nicira (VMware SDN),"Dynamic recovery from a split-brain failure in edge nodes",2019-03-19,"Nicira, Inc.",13.2,150,3,2,"IBM; Google",SDN_NETWORK,"SDN & Network Infrastructure",proto-layers,"Protocol Layers",4,4,4,3,4,,,,,,21.30,23.36,21.45,18.55,23.57,21.35,19.50,282,424,183,179,156,259
241,10038597,Nicira (VMware SDN),"Mesh architectures for managed switching elements",2018-07-31,"Nicira, Inc.",12.5,15,6,1,"Amazon",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,4,4,3,4,,,,,,21.26,24.77,25.80,18.54,19.89,19.88,18.68,223,231,184,324,211,296
242,9577985,VMware,"Provisioning work environments on personal mobile devices",2017-02-21,"VMware LLC",11.1,13,10,1,"Citrix",VIDEO_STREAMING,"Video & Streaming",stream-client,"Streaming Client/Player",4,3,4,4,3,,,,,,21.22,25.33,27.58,17.33,19.03,17.97,20.09,202,169,244,364,294,235
243,10956230,VMware,"Workload placement with forecast",2021-03-23,"VMware LLC",15.2,4,4,4,"Amazon; Bank of America; NVIDIA; IBM",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,4,4,3,4,,,,,,21.22,24.57,24.93,18.29,21.16,19.13,19.24,229,255,193,260,234,271
244,8832682,VMware,"Trace collection for a virtual machine",2014-09-09,"VMware LLC",8.6,29,18,4,"Red Hat; Microsoft; Intel; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",4,3,3,4,3,,,,,,21.21,24.95,26.39,16.55,23.29,15.88,20.20,212,212,284,184,422,231
245,11252079,VMware,"High performance software-defined core network",2022-02-15,"VMware LLC",16.1,78,5,3,"Juniper; Cisco; Apple",VIRTUALIZATION,"Virtualization & Cloud",cloud-monitoring,"Cloud Monitoring/Telemetry",4,3,4,3,4,,,,,,21.20,23.19,23.03,18.71,21.54,20.62,20.12,292,340,174,248,178,234
246,8949295,VMware,"Cooperative memory resource management via application-level balloon",2015-02-03,"VMware LLC",9.0,12,5,3,"Red Hat; IBM; Google",VIRTUALIZATION,"Virtualization & Cloud",vmh-snapshot,"VMH Snapshot/Clone",4,4,4,4,4,,,,,,21.16,24.95,24.82,18.58,23.89,16.21,18.53,211,259,181,168,403,304
247,9244755,VMware,"Scalable log analytics",2016-01-26,"VMware LLC",10.0,20,18,4,"IBM; Red Hat; Microsoft; Oracle",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-errordetect,"FT Error Detection",3,3,4,3,3,,,,,,21.16,22.69,25.85,17.23,19.47,20.20,21.51,306,229,250,337,195,183
248,9591084,Avi Networks,"Network devices using TLS tickets for session persistence",2017-03-07,"Avi Networks",11.1,9,8,4,"Cisco; Akamai; Amazon; Dell EMC",SECURITY,"Security",auth-access,"Access Control/Policy",4,3,3,4,3,,,,,,21.14,25.47,26.68,17.71,19.52,16.44,21.01,196,201,220,332,387,199
249,9525647,Nicira (VMware SDN),"Network control apparatus and method for creating and modifying logical switching elements",2016-12-20,"Nicira, Inc.",10.9,28,7,2,"Intel; Marvell",SDN_NETWORK,"SDN & Network Infrastructure",sdn-switching,"SDN Switching",3,4,4,3,4,,,,,,21.10,24.24,25.36,16.19,20.33,20.43,20.08,238,239,306,301,185,236
250,9419937,VMware,"System and method for dynamically configuring a DNS server in a virtual network environment",2016-08-16,"VMware LLC",10.6,14,14,2,"Intel; Oracle",SDN_NETWORK,"SDN & Network Infrastructure",infra-addressing,"Infra Addressing",4,3,4,3,3,,,,,,21.08,23.71,26.35,16.90,19.88,19.97,19.70,264,214,266,325,205,254
251,9843520,Avi Networks,"Transparent network-services elastic scale-out",2017-12-12,"Avi Networks",11.9,15,11,3,"HPE; Cisco; NBCUniversal",SDN_NETWORK,"SDN & Network Infrastructure",sdn-qos,"SDN QoS/Traffic",4,3,4,3,3,,,,,,21.05,23.49,25.79,16.72,20.22,19.85,20.23,274,233,276,305,215,230
252,8782242,VMware,"Software application placement using computing resource containers",2014-07-15,"VMware LLC",8.5,10,7,4,"Amazon; Dell EMC; Cisco; BMC Software",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,4,,,,,,21.00,24.91,25.90,15.01,23.48,16.89,19.79,216,227,372,180,353,249
253,9503371,Nicira (VMware SDN),"High availability L3 gateways for logical networks",2016-11-22,"Nicira, Inc.",10.8,38,6,3,"Intel; Microsoft; Cisco",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,4,3,,,,,,20.96,24.44,25.05,16.85,20.71,17.86,20.87,233,254,270,279,298,208
254,11436112,VMware,"Remote direct memory access (RDMA)-based recovery of dirty data in remote memory",2022-09-06,"VMware LLC",16.6,3,3,3,"AMD; Samsung; Intel",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-failover,"FT Failover/HA",4,4,4,4,4,,,,,,20.94,25.78,25.27,18.07,20.39,16.74,19.40,188,242,204,297,366,261
255,10862749,VMware,"Systems for and methods of network management and verification using intent inference",2020-12-08,"VMware LLC",14.9,20,13,5,"HPE; Cisco; Intel; Microsoft; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",cfg-deploy,"Config Deployment",3,3,4,3,3,,,,,,20.89,21.78,24.64,19.43,19.00,19.51,20.97,341,267,154,366,221,200
256,8146082,VMware,"Migrating virtual machines configured with pass-through devices",2012-03-27,"VMware LLC",6.2,24,17,8,"Red Hat; IBM; Oracle; NetApp; Trend Micro",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,3,4,,,,,,20.88,22.10,24.03,13.15,27.41,19.89,18.71,325,295,520,97,209,291
257,9961618,Avago Technologies,"Apparatus and method for performing low-power geo-fence operations",2018-05-01,"Avago Technologies General IP (Singapore) Pte. Ltd.",9.3,13,8,1,"Apple",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",4,4,4,3,4,5,5,1,hybrid,related,20.86,25.01,26.06,18.64,19.79,20.28,15.39,208,224,176,326,193,495
258,9998324,Nicira (VMware SDN),"Logical L3 processing for L2 hardware switches",2018-06-12,"Nicira, Inc.",12.4,26,5,1,"Juniper",VIRTUALIZATION,"Virtualization & Cloud",cfg-lifecycle,"Config Lifecycle",4,4,3,4,4,,,,,,20.86,25.80,25.29,19.04,19.19,16.74,19.09,187,241,164,353,367,278
259,7934020,VMware,"Managing network data transfers in a virtual computer system",2011-04-26,"VMware LLC",5.3,50,15,8,"Nokia; Citrix; IBM; Dell EMC; Intel",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",4,4,4,3,4,,,,,,20.84,21.85,23.41,13.10,27.88,20.11,18.71,339,326,528,88,199,294
260,9529613,VMware,"Methods and apparatus to reclaim resources in virtual computing environments",2016-12-27,"VMware LLC",10.9,7,6,4,"Amazon; IBM; Red Hat; HPE",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",4,3,4,4,3,,,,,,20.80,24.56,25.84,16.68,19.96,17.15,20.65,230,230,277,320,337,217
261,10305922,VMware,"Detecting security threats in a local network",2019-05-28,"VMware LLC",13.3,12,6,3,"Palantir; Bank of America; Splunk",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",4,3,4,4,3,,,,,,20.67,23.99,25.05,18.93,19.34,16.75,19.96,250,252,168,345,365,242
262,8166474,VMware,"System and methods for implementing network traffic management for virtual and physical machines",2012-04-24,"VMware LLC",6.3,66,42,11,"Fortinet; Red Hat; McAfee; Intel; Citrix",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,4,,,,,,20.66,21.16,22.66,12.84,27.02,20.58,19.71,382,353,554,108,179,253
263,9317444,VMware,"Latency reduction for direct memory access operations involving address translation",2016-04-19,"VMware LLC",10.2,4,3,3,"NEC; Intel; Google",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,4,4,4,,,,,,20.59,25.84,25.27,15.46,20.57,16.89,19.51,186,243,349,287,355,257
264,8752058,VMware,"Implicit co-scheduling of CPUs",2014-06-10,"VMware LLC",8.4,11,7,3,"Red Hat; SAP; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,3,4,,,,,,20.57,23.97,24.88,14.14,23.98,18.22,18.21,251,256,426,166,278,316
265,9323565,VMware,"Provisioning customized virtual machines without rebooting",2016-04-26,"VMware LLC",10.3,16,5,2,"Bank of America; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,4,4,4,4,,,,,,20.49,24.91,25.20,15.78,19.42,17.50,20.16,215,247,322,341,319,232
266,8321850,VMware,"Sharing and persisting code caches",2012-11-27,"VMware LLC",6.9,49,43,5,"Microsoft; Red Hat; Google; IBM; HPE",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,4,4,,,,,,20.44,22.65,24.08,13.26,25.83,17.74,19.08,307,290,503,131,303,279
267,8832390,VMware,"Online classification of memory pages based on activity level using dynamically adjustable scan rate",2014-09-09,"VMware LLC",8.6,21,21,3,"Verizon; IBM; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,3,3,,,,,,20.43,22.48,25.11,15.03,23.05,18.31,18.63,312,250,370,192,271,300
268,9652634,VMware,"Maintaing encryption keys to provide encryption on top of data deduplication",2017-05-16,"VMware LLC",11.3,8,7,2,"IBM; Red Hat",SECURITY,"Security",sec-data,"Security Data Protection",3,4,4,3,4,,,,,,20.39,23.84,25.36,15.52,19.06,19.26,19.31,258,238,343,362,229,266
269,7945908,VMware,"Method and system for improving the accuracy of timing and process accounting within virtual machine",2011-05-17,"VMware LLC",5.3,88,79,7,"F5 Networks; Palo Alto Networks; IBM; Citrix; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",4,3,4,3,4,,,,,,20.38,20.96,22.79,13.07,26.61,19.86,18.98,390,347,530,114,212,285
270,9219813,VMware,"Provisioning work environments on personal mobile devices",2015-12-22,"VMware LLC",9.9,5,4,4,"IBM; Samsung; NEC; Microsoft",VIDEO_STREAMING,"Video & Streaming",stream-client,"Streaming Client/Player",4,4,4,4,4,,,,,,20.38,24.14,23.99,17.85,23.24,15.40,17.64,245,297,215,185,454,352
271,9003037,VMware,"Dynamic allocation of physical computing resources amongst virtual machines",2015-04-07,"VMware LLC",9.2,26,14,4,"IBM; Intel; Citrix; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,3,3,,,,,,20.33,21.42,23.56,18.63,22.55,17.60,18.21,368,317,177,209,309,317
272,10805332,Nicira (VMware SDN),"Context engine model",2020-10-13,"Nicira, Inc.",14.7,16,7,4,"Ericsson; Intel; Microsoft; Bank of America",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,4,4,3,3,,,,,,20.32,22.10,23.87,18.39,19.56,18.72,19.32,326,304,190,330,252,265
273,9645858,VMware,"Single, logical, multi-tier application blueprint used for deployment and management of multiple phy",2017-05-09,"VMware LLC",11.3,17,13,5,"IBM; Amazon; Dell EMC; SAP; Red Hat",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,4,3,3,,,,,,20.32,21.74,24.64,16.44,18.87,19.38,20.87,343,268,295,370,226,207
274,8527673,VMware,"Direct access to a hardware device for virtual machines of a virtualized computer system",2013-09-03,"VMware LLC",7.6,24,11,4,"Red Hat; IBM; Samsung; Citrix",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,4,3,,,,,,20.30,24.25,25.86,15.66,19.07,16.80,20.14,237,228,332,360,358,233
275,8489800,VMware,"Virtualizing processor memory protection with “domain track”",2013-07-16,"VMware LLC",7.5,18,17,1,"IBM",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,3,3,4,,,,,,20.28,25.26,26.81,15.59,18.19,18.23,17.57,204,196,335,408,277,356
276,9973445,Nicira (VMware SDN),"Datapath with service stages",2018-05-15,"Nicira, Inc.",12.3,8,3,2,"Ericsson; Verizon",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,4,4,4,4,,,,,,20.22,24.94,24.28,17.34,19.53,16.38,18.83,213,283,243,331,391,288
277,8706991,VMware,"Online virtual machine disk migration",2014-04-22,"VMware LLC",8.3,7,5,3,"Amazon; Red Hat; SAP",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,4,4,4,4,,,,,,20.18,24.81,24.82,13.99,23.36,15.86,18.25,222,260,440,183,424,313
278,8913611,Nicira (VMware SDN),"Connection identifier assignment and source network address translation",2014-12-16,"Nicira, Inc.",8.9,77,14,3,"Google; T-Mobile; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,4,3,4,3,,,,,,20.15,23.64,24.29,15.64,22.82,15.50,19.02,268,279,334,203,445,283
279,10969959,VMware,"Effective resynchronization in virtual storage area network using dynamic partitioning and data dedu",2021-04-06,"VMware LLC",15.2,7,3,2,"Pure Storage; Oracle",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,4,4,4,4,,,,,,20.15,24.90,24.28,17.27,19.41,16.28,18.76,217,280,248,342,399,289
280,10616038,VMware,"Method and system for clustering event messages and managing event-message clusters",2020-04-07,"VMware LLC",14.2,10,10,2,"IBM; Fortinet",VIRTUALIZATION,"Virtualization & Cloud",cfg-general,"Config General",3,4,4,3,3,,,,,,20.12,22.36,24.69,18.28,18.51,18.52,18.37,317,264,194,391,259,310
281,8842679,Nicira (VMware SDN),"Control system that elects a master controller instance for switching elements",2014-09-23,"Nicira, Inc.",8.7,31,5,2,"Amazon; IBM",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,4,4,4,4,,,,,,20.11,24.42,23.99,14.00,23.69,16.34,18.23,234,299,439,175,394,315
282,9900196,Avago Technologies,"Switching diversity in scalable radio frequency communication system",2018-02-20,"Avago Technologies General IP (Singapore) Pte. Ltd.",9.1,16,8,2,"Meta; Huawei",WIRELESS,"Wireless & RF",rf-transmission,"RF/Transmission",4,3,3,3,4,4,5,,hardware,likely_essential,20.09,22.97,24.74,19.67,19.47,17.79,15.92,300,262,152,336,302,456
283,10523426,Nicira (VMware SDN),"Distributed VPN service",2019-12-31,"Nicira, Inc.",13.9,5,4,3,"Ericsson; Juniper; NEC",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",3,4,4,4,4,,,,,,20.06,24.12,24.32,17.61,18.78,16.35,19.21,247,277,224,380,392,273
284,9336041,VMware,"Fabric distributed resource scheduling",2016-05-10,"VMware LLC",10.3,6,6,3,"IBM; Pure Storage; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,4,,,,,,20.05,23.37,24.58,15.19,19.18,18.77,19.21,280,269,364,355,250,274
285,9380442,Broadcom,"Device-to-device discovery resource allocation",2016-06-28,"Broadcom Corporation",7.4,12,8,4,"Ericsson; Samsung; LG Electronics; Huawei",WIRELESS,"Wireless & RF",wireless-mobility,"Wireless Mobility/Handoff",4,3,4,3,4,4,,,system,likely_essential,20.03,23.49,25.08,13.97,18.09,19.92,19.60,273,251,442,421,207,255
286,9755898,Nicira (VMware SDN),"Elastically managing a service node group",2017-09-05,"Nicira, Inc.",11.6,101,6,3,"Cisco; IBM; HPE",VIRTUALIZATION,"Virtualization & Cloud",cfg-deploy,"Config Deployment",4,3,3,4,3,,,,,,20.02,23.58,23.04,16.83,20.16,16.56,19.96,271,338,271,313,377,241
287,9652273,VMware,"Method and system for creating a hierarchy of virtual machine templates in a virtualized computing s",2017-05-16,"VMware LLC",11.3,8,6,3,"IBM; Amazon; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,3,,,,,,20.02,23.89,25.05,15.91,19.02,16.49,19.74,256,253,318,365,383,251
288,9906561,Nicira (VMware SDN),"Performing logical segmentation based on remote device attributes",2018-02-27,"Nicira, Inc.",12.1,27,4,2,"NetApp; Cisco",VIRTUALIZATION,"Virtualization & Cloud",cloud-nfv,"Cloud NFV/Service Orchestration",4,3,4,4,4,,,,,,20.01,23.73,23.44,17.64,19.09,16.90,19.28,263,325,222,359,351,267
289,8499297,VMware,"Low overhead fault tolerance through hybrid checkpointing and replay",2013-07-30,"VMware LLC",7.5,16,8,5,"Microsoft; IBM; Dell EMC; NetApp; SAP",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",4,3,4,3,4,,,,,,20.00,23.25,24.86,14.68,19.05,18.81,19.37,290,257,399,363,248,263
290,10846145,VMware,"Enabling live migration of virtual machines with passthrough PCI devices",2020-11-24,"VMware LLC",14.8,5,3,2,"CrowdStrike; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,4,4,4,4,,,,,,20.00,24.82,24.28,17.10,19.14,16.07,18.60,221,281,257,357,411,302
291,9268592,VMware,"Methods and apparatus to generate a customized application blueprint",2016-02-23,"VMware LLC",10.1,12,9,3,"Cisco; Capital One; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,3,4,4,3,,,,,,19.96,23.09,25.25,16.24,17.89,16.79,20.50,296,244,303,432,360,223
292,9985786,CA Technologies,"Cross-device authentication",2018-05-29,"CA, Inc.",9.4,46,24,10,"Microsoft; CyberArk; PayPal; Citrix; Snap",SECURITY,"Security",cryptography,"Cryptography/Encryption",,,,,,,,,,,19.95,20.40,22.47,18.12,21.29,17.36,20.05,416,366,202,256,328,237
293,8619771,VMware,"Private allocated networks over shared communications infrastructure",2013-12-31,"VMware LLC",7.9,61,16,4,"Juniper; Fortinet; Intel; IBM",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,3,3,,,,,,19.94,22.28,24.27,15.21,19.47,18.97,19.41,319,286,362,334,239,260
294,9529630,Pivotal Software,"Cloud computing platform architecture",2016-12-27,"PIVOTAL SOFTWARE, INC.",10.9,39,34,4,"SAP; Oracle; Amazon; Bank of America",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",,,,,,,,,,,19.91,22.02,24.43,16.05,18.29,18.37,20.31,329,273,312,400,267,227
295,9250887,Pivotal Software,"Cloud platform architecture",2016-02-02,"PIVOTAL SOFTWARE, INC.",10.0,27,17,6,"Elastic; Microsoft; Oracle; T-Mobile; HPE",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",,,,,,,,,,,19.89,21.73,24.27,15.99,18.27,18.28,20.77,344,285,314,402,273,213
296,9760493,VMware,"System and methods of a CPU-efficient cache replacement algorithm",2017-09-12,"VMware LLC",11.6,15,10,2,"Dell EMC; IBM",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,3,3,,,,,,19.85,22.46,24.69,15.71,18.84,18.81,18.56,313,265,328,373,247,303
297,10530656,Nicira (VMware SDN),"Traffic replication in software-defined networking (SDN) environments",2020-01-07,"Nicira, Inc.",14.0,3,3,2,"Cisco; HPE",VIRTUALIZATION,"Virtualization & Cloud",cloud-topology,"Cloud Topology/Discovery",4,4,4,4,4,,,,,,19.81,24.71,24.28,16.89,18.81,15.80,18.40,225,282,267,378,428,309
298,10051041,VMware,"Methods and apparatus to configure hardware management systems for use in virtual server rack deploy",2018-08-14,"VMware LLC",12.6,21,4,2,"Amazon; IBM",VIRTUALIZATION,"Virtualization & Cloud",vm-deployment,"VM Deployment/Loading",4,3,4,4,4,,,,,,19.81,23.61,23.44,17.42,18.74,16.61,19.06,270,324,239,382,375,280
299,9369426,Nicira (VMware SDN),"Distributed logical L3 routing",2016-06-14,"Nicira, Inc.",10.4,46,4,4,"HPE; Red Hat; Intel; Microsoft",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,3,4,,,,,,19.80,22.33,22.26,15.11,20.61,19.34,19.15,318,380,368,284,228,277
300,10200706,Avago Technologies,"Pipelined video decoder system",2019-02-05,"Avago Technologies International Sales Pte. Limited",10.1,30,20,1,"ByteDance",VIDEO_STREAMING,"Video & Streaming",video-codec,"Video Codec/Compression",3,3,3,2,3,4,5,4,hardware,related,19.78,20.69,25.57,19.25,16.02,22.15,15.00,403,236,158,580,126,530
301,8307187,VMware,"VDI Storage overcommit and rebalancing",2012-11-06,"VMware LLC",6.8,128,8,4,"Red Hat; Bank of America; IBM; Cisco",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,4,4,4,4,,,,,,19.75,22.05,21.66,12.34,27.14,17.55,17.79,328,414,596,106,312,346
302,9893988,Nicira (VMware SDN),"Address resolution using multiple designated instances of a logical router",2018-02-13,"Nicira, Inc.",12.1,68,7,2,"IBM; Intel",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,3,3,,,,,,19.74,21.39,22.49,17.95,19.47,18.99,18.17,370,365,209,335,238,319
303,9171139,VMware,"Lock screens to access work environments on a personal mobile device",2015-10-27,"VMware LLC",9.8,10,8,3,"Cisco; Citrix; Samsung",SECURITY,"Security",sec-auth,"Security Authentication",4,3,4,4,3,,,,,,19.72,22.46,23.98,18.12,21.01,14.92,17.85,314,300,201,264,490,343
304,9819581,Nicira (VMware SDN),"Configuring a hardware switch as an edge node for a logical router",2017-11-14,"Nicira, Inc.",11.8,39,3,1,"IBM",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,4,4,4,4,,,,,,19.70,24.27,23.30,14.92,19.71,17.24,18.75,236,328,379,327,334,290
305,8352705,VMware,"Large-page optimization in virtual memory paging systems",2013-01-08,"VMware LLC",7.0,12,12,3,"Red Hat; IBM; Microsoft",COMPUTING,"Computing & Systems",memory-management,"Memory Management",3,4,4,3,4,,,,,,19.70,23.32,25.12,14.41,18.24,18.37,18.71,285,249,411,404,268,293
306,9122765,VMware,"Efficient overcommitment of main-memory based virtual database system to disk",2015-09-01,"VMware LLC",9.6,72,9,4,"Red Hat; SAP; IBM; Google",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",4,3,4,3,3,,,,,,19.69,20.48,21.81,17.93,22.72,17.50,17.71,413,402,210,205,318,348
307,10102057,VMware,"Providing end-to-end checksum within a distributed virtual storage area network module",2018-10-16,"VMware LLC",12.7,4,4,2,"Red Hat; NetApp",COMPUTING,"Computing & Systems",io-interfaces,"I/O Interfaces",4,4,3,4,4,,,,,,19.69,24.98,24.37,17.51,18.15,15.00,18.13,209,275,231,412,477,325
308,8914567,VMware,"Storage management system for virtual machines",2014-12-16,"VMware LLC",8.9,38,7,4,"HPE; Microsoft; Dell EMC; Pure Storage",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,3,4,,,,,,19.65,22.00,22.88,13.76,23.07,18.02,18.18,331,342,460,191,292,318
309,10880405,VMware,"Managing client computing systems using distilled data streams",2020-12-29,"VMware LLC",14.9,15,14,3,"Huawei; Oracle; Bank of America",SDN_NETWORK,"SDN & Network Infrastructure",network-protocols,"Network Protocols",3,3,4,3,3,,,,,,19.64,21.01,23.79,18.15,17.54,18.27,19.06,387,307,200,453,274,281
310,9578015,VMware,"Step-up authentication for single sign-on",2017-02-21,"VMware LLC",11.1,13,7,3,"Bank of America; Pure Storage; Oracle",SECURITY,"Security",cryptography,"Cryptography/Encryption",3,4,3,3,4,,,,,,19.63,23.29,24.05,15.48,18.44,17.82,18.71,287,294,346,394,300,292
311,9907015,Avago Technologies,"Parallel scanning of wireless channels",2018-02-27,"Avago Technologies General IP (Singapore) Pte. Ltd.",9.1,5,5,2,"Microsoft; Apple",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",4,3,4,3,3,5,5,5,hardware,related,19.59,21.51,24.44,18.73,18.64,18.06,16.18,360,272,172,386,291,439
312,10178109,Symantec Enterprise,"Discovery of groupings of security alert types and corresponding complex multipart attacks, from ana",2019-01-08,"Symantec Corporation",10.0,13,7,4,"Microsoft; McAfee; Fortinet; Sophos",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,3,4,3,3,5,5,2.3,software,related,19.57,21.76,24.33,16.27,15.94,21.06,18.06,342,276,300,586,166,328
313,9898320,VMware,"Using a delta query to seed live migration",2018-02-20,"VMware LLC",12.1,7,3,3,"Meta; Red Hat; Amazon",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,3,4,4,,,,,,19.56,24.61,23.46,17.42,18.89,14.99,17.98,227,319,238,369,481,331
314,10042768,Avago Technologies,"Virtual machine migration",2018-08-07,"Avago Technologies General IP (Singapore) Pte. Ltd.",9.6,10,8,5,"Google; ByteDance; Red Hat; Huawei; NetApp",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,3,3,3,4,5,2.8,system,none,19.54,21.39,23.70,20.33,19.22,16.76,15.83,371,309,134,351,364,463
315,7865663,VMware,"SCSI protocol emulation for virtual storage device stored on NAS device",2011-01-04,"VMware LLC",5.0,47,21,4,"Amazon; Dell EMC; IBM; NetApp",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,4,4,,,,,,19.51,21.89,23.15,12.52,24.52,16.92,18.07,334,334,583,151,348,327
316,9348626,VMware,"Mobile device maintaining adequate security and data partitioning between user mode and business mod",2016-05-24,"VMware LLC",10.3,5,5,4,"Microsoft; Huawei; Samsung; Apple",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",4,3,4,4,3,,,,,,19.51,23.25,24.26,15.50,18.84,15.97,19.21,291,287,345,372,416,272
317,10579403,VMware,"Policy based provisioning of containers",2020-03-03,"VMware LLC",14.1,13,4,2,"Ericsson; Bank of America",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",3,4,4,4,4,,,,,,19.50,23.43,23.44,17.06,18.19,16.15,18.71,278,321,259,409,407,295
318,9110757,VMware,"Techniques for performing virtual machine software upgrades using virtual disk swapping",2015-08-18,"VMware LLC",9.6,7,6,2,"IBM; Samsung",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,3,4,4,,,,,,19.47,23.93,23.83,17.56,20.66,14.05,16.78,255,305,227,281,573,402
319,9401925,Symantec Enterprise,"Systems and methods for detecting security threats based on user profiles",2016-07-26,"Symantec Corporation",7.5,109,64,12,"Palantir; Darktrace; Forcepoint; ServiceNow; Fortinet",SECURITY,"Security",sec-malware,"Security Malware/AV",3,3,3,2,2,4,5,4,software,none,19.45,18.25,22.79,18.32,16.56,21.53,19.27,567,346,191,527,152,268
